Image_File,Image_Text,IsSpam
../Data/Processed\Dredze Spam\1038.jpg,Company Name: HEALTHEUNIVERSE INC Lookup: HLUN.PK  Current Price: §.15  Expected: This one is going to grow at a rapid rate.  Breaking News: Healtheuniverse Announces Appointment of Neonatologist Dr. Munaf Kadri M.D to Its Medical and Scientific Advisory Board  BEVERLY HILLS Calif-(@USINESS WIRE)--May 18 2006- -Dr. Kadri Neonatologist at Loma Linda University Medical Center Joins Advisory Board to Commercialize Adult Stern Cell Therapies  "The appointment of Dr. Kadri M.D. to our Medical and Scientific Advisory Board will prove invaluable to our adult stem cell development and commercialization efforts" stated Dr Vipul Dev M.D. Chief Executive Officer of Healtheuniverse "Dr Kadri is an established Neonatoigist with widely regarded expertise in researching and developing new therapeutic techniques He brings a strong scientific research background and augments the solid foundation of our existing Medical and Scientific Advisory Board."  ‘About HLUN.PK Healtheuniverse is a biotechnology development firm specializing in the development and commercialization of patented Biopharmaceutical and Biomedical products Wwe are engaged in research and development of regenerative medicine therapies using non-embryonic adult stem cells far use in plastic reconstructive orthopedic vascular and cardiac surgery. Healtheuniverse strives ta be the first to commercialize the use of regenerative medicine in plastic and reconstructive surgery and to develop therapeutic uses in the most profitable commercial applications  For more information please visit http://healtheuniverse.com/  WATCH THIS STOCK GO HIGHER AND HIGHER ,Spam
../Data/Processed\Dredze Spam\1040.jpg,Weare trying to reach you in regards to. your low mortgage rate appreval.  You could-get ever $400000 for as. little as $625 per motith.  No. credit report required if you fave owed your Hone for at least 34 months.  Fellow eurlink to-get your no-obligation quote within 24 Hours.  Glick Here Sineaieh  Yaletie: Jsinesory Sbiiot Lesh Officer  ,Spam
../Data/Processed\Dredze Spam\1041.jpg,XMVH Lands Exclusive Contract with gest Credit Union!  Note: UP 22% Today  Minginkat Technotsgy (XWH) tanded an sxclusive cantract Eo be the sole provider of ei] financial instrument printing for Jilin Province Rurai Gradit Union the provinces largest credit union valuing at aver 8 Bi!tion USD and managing loans ef more than 9.3 Billion “This is the first step in wing the sole provider for nial instrument printing in Shing MMH is a global provider of specialize printing services More news is sxpected this week Buy this stock First thing ednesday morning  ,Spam
../Data/Processed\Dredze Spam\1042.jpg,We have HUGE Selection of the quality  +Rolex+ Replica ON SALE NOW!  ROLEX21.COM  ‘+ High quality and lowest price guaranteed!  www.Rolex21.com  Typ  ,Spam
../Data/Processed\Dredze Spam\1043.jpg,Ej  Get your medireationy QINLINE!  Have you ever topped to wonder how mvuch an average man pays for his medieenes? Palen drugs to improve the quality of te eight redicing tables and many more Whats wore the Same mediusine corsa lot more if itis ‘brmded. Ave yo inteted? -  $s. ,Spam
../Data/Processed\Dredze Spam\1044.jpg,WORLD WIDE SHIPPING  Hydrocodone 30%500mg ONLY $69.95  Vicodin 30x750mg ONLY $109.95 Viagra 10x100mg ONLY $69.95 Valium 30x 10mg ONLY $69.95 Cialis 10x20mg ONLY $89.95  Click here to visit our online store. ,Spam
../Data/Processed\Dredze Spam\1045.jpg,>> Hoodia Maximum Strength >> Make losing weight a sure guarantee!  You've seen it an “60 Minutes"!  ‘¢ Suppress your appetite and feel full and satisfied all day ¢ Look your best during the summer months ¢ Increase your energy levels ¢ Increase your metabolism ¢ Burn calories  ‘+ Bum body fat * Lose excess weight ¢ Maximum results seen after only a few weeks ¢ MAINTAIN your weight loss Receive up to 2 Month FREE supply!  Fool your brain inta believing that you are full Amazing but true!  Click Here while supplies last! ,Spam
../Data/Processed\Dredze Spam\1046.jpg,Date this babe now! She's available! She’s hot!  SHE’S IN YOUR AREA!  poisonkiss17200  status: Single Anything  CLICK HERE AND SEE MORE! IT'S FREE!  fst aa"  Haigh  Sexually 1am: Super Nympho  ,Spam
../Data/Processed\Dredze Spam\1047.jpg,“ & TODAY'S HOT PICK S Ny Star Petroleum  [STAR PETROLEUM CORP (SPP) [THIS STOCK IS AN UNDISCOVERED STOCK GEM STAR PETROEUB CORP  fsywSoL: Seu  CURRENT PRICE: 50.12  GET iN NOW - WILL EXPLODE in just the next 2 weeks  HUGE Press Release MUST READ ACT NOW Nov. 18 2005 ~- On behalf af Star Petroleum Corp (the Company") (PINK SHEETS: SPHP - Neve) President Rod urns P. Engl reperts that the company has engeged the services of Robertsan Carnuright of Salt Lake City to arsict the Company with negotiating licensing and marketing rights to certain break-out technologies in the energy services sector Further the Company hae identified a number of venture opportunities in Texas and JOkishoma with potential for development perticipstion. and Wk [Cartwright wil aesiet in eaurcing financing on a project-by-praject basis.  |About Star Petroleum Corp. The Company is currently acauiving and venturing within the Oi Jand Gas seoter. The intial focus and development will be on lower Fisk high quality preepeots which will previde the Company with higher prabaility of success. Egoh of the projets currently under Jeoncideration wil be deseriped in arester detail in the negr future.  Conclusion The Examples Abave Show The Avecome Earning Potential of Little known Companies That Explode Onio Investor's Radar [Sereens; many ef You Are Already Familiar with This Is SPP Poised and Positioned to On that Fer YOU? Then You Bay Feel fine Time Has Come to Act... And  Flesse Watch This One Trade Tomorrow! Go SPUP.  Ponay soaks ate eoneidered highly epocvative ana ‘nay ny oguiable for alent vty aggrasaivs  for entertainment ane séveiaina purposes ony Sd pe ipteyegti patina ey  ,Spam
../Data/Processed\Dredze Spam\1048.jpg,job wuindow ,Spam
../Data/Processed\Dredze Spam\1049.jpg,Reayeetage ,Spam
../Data/Processed\Dredze Spam\1050.jpg,Hydrocodone $6.42 Ambien $2.78 $2.64 2.78 $2.09 $1.17  We Ship WorldWide Feel Free to order now!  We Gurantee 100% top Quality of All Products  CLICK HERE  Vicodin ES Valium Viagra Xenical Phentermine Ultram’  46.75 $2.67 2.78 $1.87 $3.77 $1.24 ,Spam
../Data/Processed\Dredze Spam\1051.jpg,Se ee eee ae  Adobe Acrobat 6.0 Prafessional- $79.95 you save $670  Adobe [Photoshop+lmageready] CS - §99.95 you save $550  Macromedia [Drearweaver+Flash] MX 2004” $109.96 you save $740  \Windows+Ofice] XP Pro - $89.95 you save $760  Adobe [Photoshap7+Premiere/+lilustrator' 0]- $129.95 you save $7.20  Windows XP Pro SP2 full + Office 2003 Pro - $99.95 you save $430 OER NSA errs ey ,Spam
../Data/Processed\Dredze Spam\1052.jpg,OUR HOT PICK IS CHMS: SYMBOL: CHMS  CURRENT PRICE: $.60  5 Day Trading Projection: &1.75  WE GIVE IT TO YOU AS A GIFT AND THIS IS WHY  $e AERA ORK AEE DRESS RELEAGE #2452 23 28 4K RE ,Spam
../Data/Processed\Dredze Spam\1053.jpg,Wysak Petroleum (WYSK)  A diversified energy company whose goal is to identify  and develop traditional fossil fuel sites as well as clean energy preducing alternatives such as Wind Farms.  Current Price: 0.038  Current Press Release: Wysak Petroleum ,Spam
../Data/Processed\Dredze Spam\1055.jpg,+++ THIS COULD BE THE BIG ONE *** CLOSE OUT THE MONTH IN BEAUTY!  ESPION INTERNATIONAL INC (EPLILPK) Exchange: PinkSheeis  Symbol: EPLI (OTC: EPLI.PK)  ‘Thursday Close: 0.24(Up 20%)  ‘Market Cap: ~$29000000  Breaking News Released  Espion Breaks the $10000 Bamix for E-Mail Encryption for HIPAA Conapliace..| Read More Online!  Eopion Intemational Ine. 15a leaerin the development and doployroent of Artificial Intelligence (A. 1) based solutions fox E-Mail gateway and network seomity. The 41. "brain" boosts the performance of the cunent Espion product range which offers appliances that are easy to instal for organizations fom five to  five raion users providing E-Mail gateway secwsty ant-spana and secu encrypted E-Mail  ADD EPL TO YOUR WATCHLIST NOW! WATCH IT TRADE ON FRIDAY JUNE 30! Beowal mikopinemdicien Didier: mchvike tal ,Spam
../Data/Processed\Dredze Spam\1057.jpg,SAVE 80% On All Your Prescriptions No Prescription Needed 100% Private and Confidential Discreet Packaering  Valium 83% Off  Ciahs 79% OFF Xanax 80% OF Ambien 81% OfF  Every Popular Med at ARUGE Discounts CLICK HERE NOW FOR COMPLETE LISTING ,Spam
../Data/Processed\Dredze Spam\1058.jpg,v  x4  5 ape  Wen ‘Sb  xs  $215... ,Spam
../Data/Processed\Dredze Spam\1059.jpg,iadiliaaheaield  SPECIAL REPORT  China Digital Media Corporation  : ome Bulletin Board Symbol:  Short Term Goa. Long Term Goal:  cpe@r.oB $1.75 Strong Buy  Price: Recommendation:  to our millions of subscribers for substantial profits immediately!  THE MOST UNDERVALUED STOCK ON THE BULLETIN BOARD : About China Digital Media Corporation @ China Digital Media Corporation (OTC Bulletin Board: CDGT) focuses its { business in three main areas: Cable Television Operations Advertising Sales and Programs Production. Arcotect (Guangzhou) Technology Limited @ wholly owned subsidiary of CDGT in China is the sole contractor and operator of digital television services in Nanhai a city with 400000 cable television subscribers. As of today Nanhai's cable television operation provides 130 television channels which comprises of 38 hasic channels and 92 pay channels. The pay channels are categorized into various value added packages. The digital broadcasting system could offer more than 800 digital channels of pay television programs and value added multimedia services. The Group is seeking to establish similar models elsewhere in China.  This is a company to watch closely starting Now! They have been known to make BIG moves and we feel there is one coming !!!  | $3.50 t $8.00 We are sending this URGENT INVESTOR BULLETIN REVEALING :  Last time we issued a watch we saw a 200% gain  in 1 day :  of trading  AR OEE EAS ,Spam
../Data/Processed\Dredze Spam\1062.jpg,jeniynenor vile wiaiiey  cg Hes oo  ao Fer ,Spam
../Data/Processed\Dredze Spam\1065.jpg,SAVE 80% On All Your Prescriptions  ‘No Prescription Necded 100% Private and Confidential Discreet Packaging  Today's Specials Valium — Save 79% Viagra Save 81% Gals Save 83%  Xanax Save 80% Ambien Save 81%  Every Popular Med at AMUGE Discounts CLICK HERE NOW FOR COMPLETE LISTING ,Spam
../Data/Processed\Dredze Spam\1066.jpg,wy The nation’s top home warranty provider is reporting double-digit increases in their business from 2003 to 2004  - PEOPLE MADE 30 TIMES MORE OF THEIR MONEY LAST MONDAY! - YAHOO REPORTS 3900% THIS MONDAY ON EIWS¥  Current projections show shares of HWSv increasing from 0.73 to 1.10 per share in the next month.  Current Price: 0.73  ** analysis from Peter Woodward from Penny Stocks Traders Community:* ‘As we said HWSY was about to blow. And it did. My $1000.00  turned into $27000.00 in 48 hours. Many members report the  same. Our reports show that HWwSy is still juicy plenty of  speculation potential. If you lost the HWS¥ rush this Monday  don't It's going to blow AGAIN.”  ** Analysis from Selly Burroughs from Micro-Cappers Insight Magazine:* ‘Congratulations my fellow subscribers who made 37 times they invested.As we said HWSY was about to blow. Regina M. from   reports a 3700% increase. And she's holding it because  INVESTORS URGENT NEWS: NEW YORK July 18 - HS Home Warranty Services of America Inc. (NASDAQ: HWSY) announces it's exclusive relationship with a national mortgage partner to sell home warranties. Our mortgage partner provides an exclusive sales channel locally representing over 2000 transaction sides per month in the greater Phoenix area This exclusive offering will enable HSA to meet its sales projections for the coming years. H&A is in discussians with owners of related service companies following its strategy for non-organic growth through acquisitions of like service companies. HSA will continue to realize strong growth as these relationships mature and our market share grows.With real estate data showing 28 percent growth from 2003 to 2004 for re-sale home closings HSA and it's partners are poised to service a high volume of warranty customers.The nation's top three home warranty providers are all reporting double-digit increases in their business from 2003 to 2004. The trend for 2005 is already showing upward movement from 2004 revenues. The greater Phoenix area represents approximately 35 to 40 million dollars in home warranty sales revenue annually. The current market penetration is less than 20 percent of the available home warranty sales. Using aur Phoenix-based operations as a blueprint HSA will expand into Colorado New Mexico Texas Florida and California where aur licensing model is already permitted  why Hwsy?  The home warranty market is experiencing positive growth in Arizona.  - What was once only the realm of insurance companies home warranty providers are a growing business in the US.  - Major players are now found in the mortgage/lender and private sectors as well  -4rizona and specifically Maricopa County is a market that has not reached capacity.  “In Arizona home warranty companies aren't required to report their sales to the state. But anecdatal evidence and company records indicate that warranty sales are at their highest.” “The contracts provide peace of mind and budget protection for consumers especially first-time buyers according to industry experts.”  WEEKS BEING ADVERTISED: 0 weeks (FRESH!) SPECULATIVE STATUS: VERY HIGH POSSIBILITY OF GAINS: VERY HIGH (3000% or more)  Penny stocks are considered highly speculative and may be unsuitable for all but very aggressive investors This Profle is not in any way affiliated vith the featured company We were compensated 2000 dollars to distribute this repore This report is for entertainment and advertising purposes only and should not be used as investment advice Ifyou wish to stop future mailings or if you feel you have been wrongfuly placed in ,Spam
../Data/Processed\Dredze Spam\1067.jpg,a eee ArtdLove: Emerging growth art company that secures the distribution leasing § and sales rights of visual art.  OTC: ALVN.PK Current Price: $0.70 # Short Term Target: $1.5 - $3  4 42month Target: $6  aa aa ea  ArtdLove Inc. (ALVN) is an emerging growth art company that secures the distribution leasing and sales rights of visual art. Currently the Campany has access to the works of 1200 artists representing the rights of over 15000 pieces of original artwork by bath # established and emerging artists and over 80000 high quality digital images through is partnership agreements. Ofering a comprehensive range of leasing and sales @ options and an extensive selection of artwark the Company provides a "one-stop/full- service environment” to assist its corporate clients with all facets of their art needs. In addition the company offers a complete range of consulting services including framing installation disposition digital image licensing limited edition prints portraits and # commissioned wark. Believing that artwork is an essential element in the office and home environments Art4Lave's vision is to be a leader in the corporate art ratket ee currently allocates §10 billion annually in support of the arts (American Canvas:  The Evolving Cultural Landscape Jane Alexander NEA publication).  J Disclaimer: ¢ This opinion contains forward-looking statements that involve risks and uncertainties This material is for informational purposes only and should not be construed as an offer % or solicitation of an offer to buy or sell securities. We are not a licensed broker broker f dealer market maker nvestment banker. investment advisor analyst or underwriter. § {Please consult a broker before purchasing or selling any securties. We have been & compensated by third party shareholders for this advertisement. We have been paid fity thousand our affliates officers directors and employees may also have bought or & @ may buy the shares discussed in this opinion and may profit in the event those shares : vise in value  eee ,Spam
